ProductCode,ProductName,Category,PieceType,ColorOption,Description,Dimensions,WeightLbs,WeightSource,MainFeatures,ImageCount,MainImage,SourceUrl
222901Q-S4,Bennett 4-piece Queen Bedroom Set Light Oak,Bedroom Sets,Queen Bed,Queen / 4,"Bedroom set creates a quiet sense of cohesion, pairing an upholstered panel bed with matching case pieces that bring texture and warmth to the room. Light oak surfaces finished in laminate veneer wrap engineered wood construction, while rubberwood legs keep the profile lifted and steady. Vertical reeding adds depth to select drawer fronts, and matte black hardware keeps the lines crisp. From morning routines to a calm close of day, the coordinated storage helps the bedroom stay clear and composed.","62.75""w x 86.5""d x 59""h",114,coasterfurniture.com listed,Four-piece queen bedroom set in light oak creates a storage-ready bedroom for calm routines | Matte black hardware creates crisp contrast and an easy grip for daily routines here | Multiple drawers support clothing organization while keeping surfaces clear and tidy | Reeded drawer fronts add texture on case pieces while smooth fronts keep balance | Tipover restraint on storage pieces supports added stability for everyday bedroom use | Upholstered bed with cream panels adds soft contrast and a tailored headboard look,20,222901Q-S4-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Bennett-Bedroom-Set/222901Q-S5
222901Q-S5,Bennett 5-piece Queen Bedroom Set Light Oak,Bedroom Sets,Queen Bed,Queen / 5,"Bedroom set creates a quiet sense of cohesion, pairing an upholstered panel bed with matching case pieces that bring texture and warmth to the room. Light oak surfaces finished in laminate veneer wrap engineered wood construction, while rubberwood legs keep the profile lifted and steady. Vertical reeding adds depth to select drawer fronts, and matte black hardware keeps the lines crisp. From morning routines to a calm close of day, the coordinated storage helps the bedroom stay clear and composed.","62.75""w x 86.5""d x 59""h",114,coasterfurniture.com listed,Five-piece queen bedroom set in light oak creates a storage-ready bedroom for calm routines | Matte black hardware creates crisp contrast and an easy grip for daily routines here | Multiple drawers support clothing organization while keeping surfaces clear and tidy | Reeded drawer fronts add texture on case pieces while smooth fronts keep balance | Tipover restraint on storage pieces supports added stability for everyday bedroom use | Upholstered bed with cream panels adds soft contrast and a tailored headboard look,20,222901Q-S5-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Bennett-Bedroom-Set/222901Q-S5
222801Q-S4,Stillwater 4-piece Queen Bedroom Set,Bedroom Sets,Queen Bed,Queen / 4,"This bedroom set creates a calm, coordinated retreat with live-edge detailing, a weathered oak finish, and grounded silhouettes throughout. Oak veneer surfaces bring natural wood character, while embedded butterfly connectors and stout bases with trestle-inspired support reinforce the artisan look. The collection balances organic texture with durable wood construction, shaping a warm biophilic bedroom with layered storage and a true platform bed at its center.","78""w x 90""d x 48.75""h",161.82,coasterfurniture.com listed,Coordinated silhouettes carry the collection’s organic live-edge shaping across the room | Embedded butterfly connectors add artisan detail to the calm rustic modern profile | Four-piece queen bedroom set in weathered oak creates a grounded live-edge retreat | Oak veneer surfaces over durable wood construction bring warm layered natural character | Storage pieces reinforce a collected look while keeping bedroom essentials organized | The true platform bed anchors the room with paneled support and a low grounded stance,19,222801Q-S4-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Stillwater-Live-Edge-Bedroom-Set/222801Q-S5
222801Q-S5,Stillwater 5-piece Queen Bedroom Set,Bedroom Sets,Queen Bed,Queen / 5,"This bedroom set creates a calm, coordinated retreat with live-edge detailing, a weathered oak finish, and grounded silhouettes throughout. Oak veneer surfaces bring natural wood character, while embedded butterfly connectors and stout bases with trestle-inspired support reinforce the artisan look. The collection balances organic texture with durable wood construction, shaping a warm biophilic bedroom with layered storage and a true platform bed at its center.","78""w x 90""d x 48.75""h",161.82,coasterfurniture.com listed,Coordinated silhouettes carry the collection’s organic live-edge shaping across the room | Embedded butterfly connectors add artisan detail to the calm rustic modern profile | Five-piece queen bedroom set in weathered oak creates a grounded live-edge retreat | Oak veneer surfaces over durable wood construction bring warm layered natural character | Storage pieces reinforce a collected look while keeping bedroom essentials organized | The true platform bed anchors the room with paneled support and a low grounded stance,20,222801Q-S5-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Stillwater-Live-Edge-Bedroom-Set/222801Q-S5
222801KE-S4,Stillwater 4-piece Eastern King Bedroom Set,Bedroom Sets,Eastern King Bed,Eastern King / 4,"This bedroom set creates a calm, coordinated retreat with live-edge detailing, a weathered oak finish, and grounded silhouettes throughout. Oak veneer surfaces bring natural wood character, while embedded butterfly connectors and stout bases with trestle-inspired support reinforce the artisan look. The collection balances organic texture with durable wood construction, shaping a warm biophilic bedroom with layered storage and a true platform bed at its center.","94""w x 90""d x 48.75""h",183.17,coasterfurniture.com listed,Coordinated silhouettes carry the collection’s organic live-edge shaping across the room | Embedded butterfly connectors add artisan detail to the calm rustic modern profile | Four-piece eastern king bedroom set in weathered oak creates a grounded live-edge retreat | Oak veneer surfaces over durable wood construction bring warm layered natural character | Storage pieces reinforce a collected look while keeping bedroom essentials organized | The true platform bed anchors the room with paneled support and a low grounded stance,19,222801KE-S4-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Stillwater-Live-Edge-Bedroom-Set/222801Q-S5
222801KE-S5,Stillwater 5-piece Eastern King Bedroom Set,Bedroom Sets,Eastern King Bed,Eastern King / 5,"This bedroom set creates a calm, coordinated retreat with live-edge detailing, a weathered oak finish, and grounded silhouettes throughout. Oak veneer surfaces bring natural wood character, while embedded butterfly connectors and stout bases with trestle-inspired support reinforce the artisan look. The collection balances organic texture with durable wood construction, shaping a warm biophilic bedroom with layered storage and a true platform bed at its center.","94""w x 90""d x 48.75""h",183.17,coasterfurniture.com listed,Coordinated silhouettes carry the collection’s organic live-edge shaping across the room | Embedded butterfly connectors add artisan detail to the calm rustic modern profile | Five-piece eastern king bedroom set in weathered oak creates a grounded live-edge retreat | Oak veneer surfaces over durable wood construction bring warm layered natural character | Storage pieces reinforce a collected look while keeping bedroom essentials organized | The true platform bed anchors the room with paneled support and a low grounded stance,20,222801KE-S5-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Stillwater-Live-Edge-Bedroom-Set/222801Q-S5
222801KW-S4,Stillwater 4-piece California King Bedroom Set,Bedroom Sets,California King Bed,California King / 4,"This bedroom set creates a calm, coordinated retreat with live-edge detailing, a weathered oak finish, and grounded silhouettes throughout. Oak veneer surfaces bring natural wood character, while embedded butterfly connectors and stout bases with trestle-inspired support reinforce the artisan look. The collection balances organic texture with durable wood construction, shaping a warm biophilic bedroom with layered storage and a true platform bed at its center.","94""w x 95""d x 48.75""h",238.14,coasterfurniture.com listed,Coordinated silhouettes carry the collection’s organic live-edge shaping across the room | Embedded butterfly connectors add artisan detail to the calm rustic modern profile | Four-piece California king bedroom set in weathered oak creates a grounded retreat | Oak veneer surfaces over durable wood construction bring warm layered natural character | Storage pieces reinforce a collected look while keeping bedroom essentials organized | The true platform bed anchors the room with paneled support and a low grounded stance,19,222801KW-S4-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Stillwater-Live-Edge-Bedroom-Set/222801Q-S5
222801KW-S5,Stillwater 5-piece California King Bedroom Set,Bedroom Sets,California King Bed,California King / 5,"This bedroom set creates a calm, coordinated retreat with live-edge detailing, a weathered oak finish, and grounded silhouettes throughout. Oak veneer surfaces bring natural wood character, while embedded butterfly connectors and stout bases with trestle-inspired support reinforce the artisan look. The collection balances organic texture with durable wood construction, shaping a warm biophilic bedroom with layered storage and a true platform bed at its center.","94""w x 95""d x 48.75""h",238.14,coasterfurniture.com listed,The true platform bed anchors the room with paneled support and a low grounded stance | Coordinated silhouettes carry the collection’s organic live-edge shaping across the room | Embedded butterfly connectors add artisan detail to the calm rustic modern profile | Five-piece California king bedroom set in weathered oak creates a grounded retreat | Oak veneer surfaces over durable wood construction bring warm layered natural character | Storage pieces reinforce a collected look while keeping bedroom essentials organized,20,222801KW-S5-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Stillwater-Live-Edge-Bedroom-Set/222801Q-S5
215971KE-S4,Atlas 4-piece Eastern King Bedroom Set Dark Oak,Bedroom Sets,Eastern King Bed,Eastern King / 4,"Bedroom set with an upholstered, picture-framed headboard and sculpted storage creates a calm room that feels finished from the first glance. Dark oak surfaces show oak-grain embossing over the veneered look for depth, while bevelled arched drawer fronts add raised contour in soft light. Oversized curved pulls in polished black nickel bring a crisp accent, and drawers move on 45mm metal ball bearing glides. Built from engineered wood with okume veneer and rubberwood support, it suits transitional decor and daily routines.","79.25""w x 84""d x 63.5""h",120.16,coasterfurniture.com listed,"45mm metal ball bearing glides support smooth drawer travel for everyday routines | Bevelled arched drawer fronts add raised contour and a refined transitional presence | Four-piece eastern king bedroom set in dark oak frames the room with grey headboard contrast | Oak-grain embossing over the veneered surface adds realistic depth across the set | Oversized curved pulls in polished black nickel bring sleek shine and easy access | Tipover restraint adds stability support, and the bed uses a foundation for support",19,215971KE-S4-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Atlas-Bedroom-Set/215971Q-S5
215971KE-S5,Atlas 5-piece Eastern King Bedroom Set Dark Oak,Bedroom Sets,Eastern King Bed,Eastern King / 5,"Bedroom set with an upholstered, picture-framed headboard and sculpted storage creates a calm room that feels finished from the first glance. Dark oak surfaces show oak-grain embossing over the veneered look for depth, while bevelled arched drawer fronts add raised contour in soft light. Oversized curved pulls in polished black nickel bring a crisp accent, and drawers move on 45mm metal ball bearing glides. Built from engineered wood with okume veneer and rubberwood support, it suits transitional decor and daily routines.","79.25""w x 84""d x 63.5""h",120.16,coasterfurniture.com listed,"45mm metal ball bearing glides support smooth drawer travel for everyday routines | Bevelled arched drawer fronts add raised contour and a refined transitional presence | Five-piece eastern king bedroom set in dark oak frames the room with grey headboard contrast | Oak-grain embossing over the veneered surface adds realistic depth across the set | Oversized curved pulls in polished black nickel bring sleek shine and easy access | Tipover restraint adds stability support, and the bed uses a foundation for support",20,215971KE-S5-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Atlas-Bedroom-Set/215971Q-S5
215971KW-S4,Atlas 4-piece California King Bedroom Set Dark Oak,Bedroom Sets,California King Bed,California King / 4,"Bedroom set with an upholstered, picture-framed headboard and sculpted storage creates a calm room that feels finished from the first glance. Dark oak surfaces show oak-grain embossing over the veneered look for depth, while bevelled arched drawer fronts add raised contour in soft light. Oversized curved pulls in polished black nickel bring a crisp accent, and drawers move on 45mm metal ball bearing glides. Built from engineered wood with okume veneer and rubberwood support, it suits transitional decor and daily routines.","79.25""w x 89.25""d x 63.5""h",127.85,coasterfurniture.com listed,"45mm metal ball bearing glides support smooth drawer travel for everyday routines | Bevelled arched drawer fronts add raised contour and a refined transitional presence | Four-piece california king bedroom set in dark oak frames the room with grey headboard contrast | Oak-grain embossing over the veneered surface adds realistic depth across the set | Oversized curved pulls in polished black nickel bring sleek shine and easy access | Tipover restraint adds stability support, and the bed uses a foundation for support",19,215971KW-S4-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Atlas-Bedroom-Set/215971Q-S5
215971KW-S5,Atlas 5-piece California King Bedroom Set Dark Oak,Bedroom Sets,California King Bed,California King / 5,"Bedroom set with an upholstered, picture-framed headboard and sculpted storage creates a calm room that feels finished from the first glance. Dark oak surfaces show oak-grain embossing over the veneered look for depth, while bevelled arched drawer fronts add raised contour in soft light. Oversized curved pulls in polished black nickel bring a crisp accent, and drawers move on 45mm metal ball bearing glides. Built from engineered wood with okume veneer and rubberwood support, it suits transitional decor and daily routines.","79.25""w x 89.25""d x 63.5""h",127.85,coasterfurniture.com listed,"45mm metal ball bearing glides support smooth drawer travel for everyday routines | Bevelled arched drawer fronts add raised contour and a refined transitional presence | Five-piece california king bedroom set in dark oak frames the room with grey headboard contrast | Oak-grain embossing over the veneered surface adds realistic depth across the set | Oversized curved pulls in polished black nickel bring sleek shine and easy access | Tipover restraint adds stability support, and the bed uses a foundation for support",20,215971KW-S5-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Atlas-Bedroom-Set/215971Q-S5
215971Q-S4,Atlas 4-piece Queen Bedroom Set Dark Oak,Bedroom Sets,Queen Bed,Queen / 4,"Bedroom set with an upholstered, picture-framed headboard and sculpted storage creates a calm room that feels finished from the first glance. Dark oak surfaces show oak-grain embossing over the veneered look for depth, while bevelled arched drawer fronts add raised contour in soft light. Oversized curved pulls in polished black nickel bring a crisp accent, and drawers move on 45mm metal ball bearing glides. Built from engineered wood with okume veneer and rubberwood support, it suits transitional decor and daily routines.","63.25""w x 84""d x 63.5""h",102.52,coasterfurniture.com listed,"45mm metal ball bearing glides support smooth drawer travel for everyday routines | Bevelled arched drawer fronts add raised contour and a refined transitional presence | Four-piece queen bedroom set in dark oak frames the room with grey headboard contrast | Oak-grain embossing over the veneered surface adds realistic depth across the set | Oversized curved pulls in polished black nickel bring sleek shine and easy access | Tipover restraint adds stability support, and the bed uses a foundation for support",19,215971Q-S4-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Atlas-Bedroom-Set/215971Q-S5
215971Q-S5,Atlas 5-piece Queen Bedroom Set Dark Oak,Bedroom Sets,Queen Bed,Queen / 5,"Bedroom set with an upholstered, picture-framed headboard and sculpted storage creates a calm room that feels finished from the first glance. Dark oak surfaces show oak-grain embossing over the veneered look for depth, while bevelled arched drawer fronts add raised contour in soft light. Oversized curved pulls in polished black nickel bring a crisp accent, and drawers move on 45mm metal ball bearing glides. Built from engineered wood with okume veneer and rubberwood support, it suits transitional decor and daily routines.","63.25""w x 84""d x 63.5""h",102.52,coasterfurniture.com listed,"45mm metal ball bearing glides support smooth drawer travel for everyday routines | Bevelled arched drawer fronts add raised contour and a refined transitional presence | Five-piece queen bedroom set in dark oak frames the room with grey headboard contrast | Oak-grain embossing over the veneered surface adds realistic depth across the set | Oversized curved pulls in polished black nickel bring sleek shine and easy access | Tipover restraint adds stability support, and the bed uses a foundation for support",20,215971Q-S5-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Atlas-Bedroom-Set/215971Q-S5
223191KE-S4,Ravenne 4-piece Velvet Upholstered Eastern King LED Bedroom Set Black,Bedroom Sets,Eastern King Bed,Eastern King / 4,"Bedroom set dresses the room like a black tuxedo, combining black polyester velvet, bold vertical channels, and white LED touch lighting for a modern art deco mood. Reflective acrylic trim adds durable shine, while coordinating case pieces bring recessed tempered glass tops for everyday ease. Acrylic crystal-like knobs add a glam finish, and drawers glide smoothly with ball bearing hardware and English dovetails for durability. Designed for use with a required foundation, this set keeps nights in polished and composed.","78.75""w x 89""d x 61""h",197.31,coasterfurniture.com listed,"Four piece eastern king bedroom set in black velvet features white LED touch lighting | LED panel bed showcases vertical channels with durable acrylic reflective trim accents | Recessed tempered glass tops keep surfaces smooth for everyday bedside use | Acrylic crystal-like knobs add a glam touch across drawers for a polished look | Ball bearing glides and English dovetails support smooth, durable drawer use daily | Engineered wood and foam with velvet upholstery support the coordinated build",20,223191KE-S4-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Ravenne-Upholstered-LED-Bedroom-Set/223191Q-S5
223191KE-S5,Ravenne 5-piece Velvet Upholstered Eastern King LED Bedroom Set Black,Bedroom Sets,Eastern King Bed,Eastern King / 5,"Bedroom set dresses the room like a black tuxedo, combining black polyester velvet, bold vertical channels, and white LED touch lighting for a modern art deco mood. Reflective acrylic trim adds durable shine, while coordinating case pieces bring recessed tempered glass tops for everyday ease. Acrylic crystal-like knobs add a glam finish, and drawers glide smoothly with ball bearing hardware and English dovetails for durability. Designed for use with a required foundation, this set keeps nights in polished and composed.","78.75""w x 89""d x 61""h",197.31,coasterfurniture.com listed,"Five piece eastern king bedroom set in black velvet features white LED touch lighting | LED panel bed showcases vertical channels with durable acrylic reflective trim accents | Recessed tempered glass tops keep surfaces smooth for everyday bedside use | Acrylic crystal-like knobs add a glam touch across drawers for a polished look | Ball bearing glides and English dovetails support smooth, durable drawer use daily | Added chest expands drawer storage while keeping the coordinated glam profile",20,223191KE-S5-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Ravenne-Upholstered-LED-Bedroom-Set/223191Q-S5
223191KW-S5,Ravenne 5-piece Velvet Upholstered California King LED Bedroom Set Black,Bedroom Sets,California King Bed,California King / 5,"Bedroom set dresses the room like a black tuxedo, combining black polyester velvet, bold vertical channels, and white LED touch lighting for a modern art deco mood. Reflective acrylic trim adds durable shine, while coordinating case pieces bring recessed tempered glass tops for everyday ease. Acrylic crystal-like knobs add a glam finish, and drawers glide smoothly with ball bearing hardware and English dovetails for durability. Designed for use with a required foundation, this set keeps nights in polished and composed.","75""w x 94.5""d x 61""h",195.11,coasterfurniture.com listed,"Five piece california king bedroom set in black velvet features white LED touch lighting | LED panel bed showcases vertical channels with durable acrylic reflective trim accents | Recessed tempered glass tops keep surfaces smooth for everyday bedside use | Acrylic crystal-like knobs add a glam touch across drawers for a polished look | Ball bearing glides and English dovetails support smooth, durable drawer use daily | Added chest expands drawer storage while keeping the coordinated glam profile",20,223191KW-S5-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Ravenne-Upholstered-LED-Bedroom-Set/223191Q-S5
223191KW-S4,Ravenne 4-piece Velvet Upholstered California King LED Bedroom Set Black,Bedroom Sets,California King Bed,California King / 4,"Bedroom set dresses the room like a black tuxedo, combining black polyester velvet, bold vertical channels, and white LED touch lighting for a modern art deco mood. Reflective acrylic trim adds durable shine, while coordinating case pieces bring recessed tempered glass tops for everyday ease. Acrylic crystal-like knobs add a glam finish, and drawers glide smoothly with ball bearing hardware and English dovetails for durability. Designed for use with a required foundation, this set keeps nights in polished and composed.","75""w x 94.5""d x 61""h",195.11,coasterfurniture.com listed,"Four piece california king bedroom set in black velvet features white LED touch lighting | LED panel bed showcases vertical channels with durable acrylic reflective trim accents | Recessed tempered glass tops keep surfaces smooth for everyday bedside use | Acrylic crystal-like knobs add a glam touch across drawers for a polished look | Ball bearing glides and English dovetails support smooth, durable drawer use daily | Engineered wood and foam with velvet upholstery support the coordinated build",20,223191KW-S4-1.jpg,https://www.coasterfurniture.com/furniture/category/Bedroom-Sets/Ravenne-Upholstered-LED-Bedroom-Set/223191Q-S5
